season,game_date,Team,opponent,Result,point_differential,Team_Elo_Rating
2022,2022-09-17,Oregon,BYU,W,21,1648.1273923384338
2022,2022-09-17,Penn State,Auburn,W,29,1727.9817810762258
2022,2022-09-17,Pittsburgh,Western Michigan,W,21,1767.4938888478089
2022,2022-09-17,Purdue,Syracuse,L,-3,1532.4096383851615
2022,2022-09-17,Rice,Louisiana,W,12,1339.7934718407055
2022,2022-09-17,Rutgers,Temple,W,2,1306.1982002273319
2022,2022-09-17,SMU,Maryland,L,-7,1569.9448304136552
2022,2022-09-17,San Diego State,Utah,L,-28,1697.9082374693896
2022,2022-09-17,South Alabama,UCLA,L,-1,1449.5454230460048
2022,2022-09-17,South Carolina,Georgia,L,-41,1502.4502220248457
2022,2022-09-17,South Florida,Florida,L,-3,1227.3701883266465
2022,2022-09-17,Syracuse,Purdue,W,3,1485.6099429687758
2022,2022-09-17,Temple,Rutgers,L,-2,1158.8090018464065
2022,2022-09-17,Tennessee,Akron,W,57,1634.2138887572883
2022,2022-09-17,Texas,UTSA,W,21,1503.0977970495458
2022,2022-09-17,Texas A&M,Miami,W,8,1631.4457937724856
2022,2022-09-17,Texas State,Baylor,L,-35,1359.772912601643
2022,2022-09-17,Texas Tech,NC State,L,-13,1584.2274699408067
2022,2022-09-17,Toledo,Ohio State,L,-56,1521.1752829977224
2022,2022-09-17,Tulane,Kansas State,W,7,1376.5630261794443
2022,2022-09-17,UAB,Georgia Southern,W,14,1626.115046837156
2022,2022-09-17,UCF,Florida Atlantic,W,26,1532.6834768032536
2022,2022-09-17,UCLA,South Alabama,W,1,1625.9996064602135
2022,2022-09-17,UL Monroe,Alabama,L,-56,1327.0624133573606
2022,2022-09-17,UNLV,North Texas,W,31,1401.3445609253533
2022,2022-09-17,USC,Fresno State,W,28,1422.548088452038
2022,2022-09-17,UTEP,New Mexico,L,-17,1386.4775643546288
2022,2022-09-17,UTSA,Texas,L,-21,1547.7338834419434
2022,2022-09-17,Uconn,Michigan,L,-59,1233.7624421046362
2022,2022-09-17,Utah,San Diego State,W,28,1839.5671661226797
2022,2022-09-17,Vanderbilt,Northern Illinois,W,10,1238.911006155391
2022,2022-09-17,Virginia,Old Dominion,W,2,1325.326547699829
2022,2022-09-17,Wake Forest,Liberty,W,1,1640.2980850907811
2022,2022-09-17,Washington,Michigan State,W,11,1422.3306897184525
2022,2022-09-17,Washington State,Colorado State,W,31,1667.2548902259136
2022,2022-09-17,Western Kentucky,Indiana,L,-3,1659.7281994924595
2022,2022-09-17,Western Michigan,Pittsburgh,L,-21,1575.6367502223409
2022,2022-09-17,Wisconsin,New Mexico State,W,59,1682.8187656074153
2022,2022-09-22,Coastal Carolina,Georgia State,W,17,1763.0546880327588
2022,2022-09-22,Georgia State,Coastal Carolina,L,-17,1525.9767149795407
2022,2022-09-22,Virginia Tech,West Virginia,L,-23,1387.6590929614915
2022,2022-09-22,West Virginia,Virginia Tech,W,23,1482.8768083820698
2022,2022-09-23,Air Force,Nevada,W,28,1711.853022042397
2022,2022-09-23,Boise State,UTEP,L,-17,1579.1037146206886
2022,2022-09-23,Nevada,Air Force,L,-28,1464.9302827192687
2022,2022-09-23,Syracuse,Virginia,W,2,1503.4489428832894
2022,2022-09-23,UTEP,Boise State,W,17,1391.3980363911162
2022,2022-09-23,Virginia,Syracuse,L,-2,1335.6759048435338
2022,2022-09-24,Akron,Liberty,L,-9,1137.4989770128745
2022,2022-09-24,Alabama,Vanderbilt,W,52,1990.9497753224678
2022,2022-09-24,Arizona,California,L,-18,1184.8598843368675
2022,2022-09-24,Arizona State,Utah,L,-21,1413.6938106043497
2022,2022-09-24,Arkansas,Texas A&M,L,-2,1644.0092589374249
2022,2022-09-24,Arkansas State,Old Dominion,L,-3,1180.8171364446882
2022,2022-09-24,Auburn,Missouri,W,3,1483.8124964142562
2022,2022-09-24,BYU,Wyoming,W,14,1673.7490415234147
2022,2022-09-24,Ball State,Georgia Southern,L,-11,1379.5350698744717
2022,2022-09-24,Baylor,Iowa State,W,7,1837.265497859263
2022,2022-09-24,Boston College,Florida State,L,-30,1289.3726823447848
2022,2022-09-24,Bowling Green,Mississippi State,L,-31,1354.4974155963291
2022,2022-09-24,Buffalo,Eastern Michigan,W,19,1297.3609108413316
2022,2022-09-24,California,Arizona,W,18,1501.6976977794748
2022,2022-09-24,Central Michigan,Penn State,L,-19,1558.3931721493623
2022,2022-09-24,Charlotte,South Carolina,L,-36,1224.8464141173856
2022,2022-09-24,Cincinnati,Indiana,W,21,1871.9533544271549
2022,2022-09-24,Clemson,Wake Forest,W,6,1844.9256120377868
2022,2022-09-24,Colorado,UCLA,L,-28,1280.678360224726
2022,2022-09-24,Duke,Kansas,L,-8,1244.1341614683263
2022,2022-09-24,East Carolina,Navy,L,-3,1575.2586282686518
2022,2022-09-24,Eastern Michigan,Buffalo,L,-19,1352.9630612300457
2022,2022-09-24,Florida,Tennessee,L,-5,1377.9950514545637
2022,2022-09-24,Florida Atlantic,Purdue,L,-2,1229.172841037876
2022,2022-09-24,Florida International,Western Kentucky,L,-73,1003.2857403541016
2022,2022-09-24,Florida State,Boston College,W,30,1580.5562827049043
2022,2022-09-24,Georgia,Kent State,W,17,1947.2769751863739
2022,2022-09-24,Georgia Southern,Ball State,W,11,1446.8484348676168
2022,2022-09-24,Georgia Tech,UCF,L,-17,1263.9485792455703
2022,2022-09-24,Hawai'i,New Mexico State,L,-19,1360.1721871610032
2022,2022-09-24,Houston,Rice,W,7,1605.0313519935205
2022,2022-09-24,Indiana,Cincinnati,L,-21,1302.9376807723165
2022,2022-09-24,Iowa,Rutgers,W,17,1688.512221547628
2022,2022-09-24,Iowa State,Baylor,L,-7,1639.9726967081333
2022,2022-09-24,Kansas,Duke,W,8,1434.494193422475
2022,2022-09-24,Kansas State,Oklahoma,W,7,1579.2283855022101
2022,2022-09-24,Kent State,Georgia,L,-17,1327.3392211595637
2022,2022-09-24,Kentucky,Northern Illinois,W,8,1692.6722844789913
2022,2022-09-24,LSU,New Mexico,W,38,1711.0190492044455
2022,2022-09-24,Liberty,Akron,W,9,1556.4075115723194
2022,2022-09-24,Louisiana,UL Monroe,L,-4,1653.1729270498538
2022,2022-09-24,Louisiana Tech,South Alabama,L,-24,1186.5023765653063
2022,2022-09-24,Louisville,South Florida,W,38,1541.6528536451558
2022,2022-09-24,Marshall,Troy,L,-9,1421.1101012185873
2022,2022-09-24,Maryland,Michigan,L,-7,1599.2812843890579
2022,2022-09-24,Massachusetts,Temple,L,-28,1073.0586032980984
2022,2022-09-24,Memphis,North Texas,W,10,1592.2413490251172
2022,2022-09-24,Miami,Middle Tennessee,L,-14,1469.6130969339697
2022,2022-09-24,Miami (OH),Northwestern,W,3,1589.3307671022224
2022,2022-09-24,Michigan,Maryland,W,7,1843.584366415744
2022,2022-09-24,Michigan State,Minnesota,L,-27,1591.5529015424322
2022,2022-09-24,Middle Tennessee,Miami,W,14,1600.7098672135585
2022,2022-09-24,Minnesota,Michigan State,W,27,1794.634000174173
2022,2022-09-24,Mississippi State,Bowling Green,W,31,1538.1638645910775
2022,2022-09-24,Missouri,Auburn,L,-3,1335.6525915951383
2022,2022-09-24,NC State,Clemson,L,-6,1685.8707026064387
2022,2022-09-24,Navy,East Carolina,W,3,1414.3504101748747
2022,2022-09-24,New Mexico,LSU,L,-38,1326.8118152148759
2022,2022-09-24,New Mexico State,Hawai'i,W,19,1312.4778223130836
2022,2022-09-24,North Carolina,Notre Dame,L,-13,1513.342330243955
2022,2022-09-24,North Texas,Memphis,L,-10,1338.4321272311936
2022,2022-09-24,Northern Illinois,Kentucky,L,-8,1369.5115576826856
2022,2022-09-24,Northwestern,Miami (OH),L,-3,1230.9416431576497
2022,2022-09-24,Notre Dame,North Carolina,W,13,1762.4576865499669
2022,2022-09-24,Ohio State,Wisconsin,W,31,1877.6167581197024
2022,2022-09-24,Oklahoma,Kansas State,L,-7,1750.6481965739054
2022,2022-09-24,Old Dominion,Arkansas State,W,3,1392.0315793498053
2022,2022-09-24,Ole Miss,Tulsa,W,8,1813.7672510727705
2022,2022-09-24,Oregon,Washington State,W,3,1717.530379718235
2022,2022-09-24,Oregon State,USC,L,-3,1580.0243589900263
2022,2022-09-24,Penn State,Central Michigan,W,19,1769.357984666369
2022,2022-09-24,Purdue,Florida Atlantic,W,2,1512.443302894835
2022,2022-09-24,Rice,Houston,L,-7,1376.8319391436394
2022,2022-09-24,Rutgers,Iowa,L,-17,1308.2626569144668
2022,2022-09-24,SMU,TCU,L,-8,1496.2119855479516
2022,2022-09-24,San Diego State,Toledo,W,3,1675.1697134524595
2022,2022-09-24,San Jose State,Western Michigan,W,28,1433.0221883797
2022,2022-09-24,South Alabama,Louisiana Tech,W,24,1462.0423269970202
2022,2022-09-24,South Carolina,Charlotte,W,36,1527.1296300331535
2022,2022-09-24,South Florida,Louisville,L,-38,1203.3500257298601
2022,2022-09-24,Southern Miss,Tulane,W,3,1308.6441782643444
2022,2022-09-24,Stanford,Washington,L,-18,1196.2465457999147
2022,2022-09-24,TCU,SMU,W,8,1431.4217522643448
2022,2022-09-24,Temple,Massachusetts,W,28,1206.326701627738
2022,2022-09-24,Tennessee,Florida,W,5,1647.9419697304725
2022,2022-09-24,Texas,Texas Tech,L,-3,1523.071916010781
2022,2022-09-24,Texas A&M,Arkansas,W,2,1672.4785594839577
2022,2022-09-24,Texas Tech,Texas,W,3,1604.314624810536
2022,2022-09-24,Toledo,San Diego State,L,-3,1485.496281722395
2022,2022-09-24,Troy,Marshall,W,9,1493.8555637264508
2022,2022-09-24,Tulane,Southern Miss,L,-3,1389.9569678782866
2022,2022-09-24,Tulsa,Ole Miss,L,-8,1572.5451478084574
2022,2022-09-24,UCF,Georgia Tech,W,17,1559.168486880751
2022,2022-09-24,UCLA,Colorado,W,28,1636.463913731001
2022,2022-09-24,UL Monroe,Louisiana,W,4,1357.690669532216
2022,2022-09-24,UNLV,Utah State,W,10,1542.7434174457096
2022,2022-09-24,USC,Oregon State,W,3,1536.359299704321
2022,2022-09-24,Uconn,NC State,L,-31,1229.0571403470653
2022,2022-09-24,Utah,Arizona State,W,21,1850.1478859933684
2022,2022-09-24,Utah State,UNLV,L,-10,1630.6082401861051
2022,2022-09-24,Vanderbilt,Alabama,L,-52,1284.8597447258803
2022,2022-09-24,Wake Forest,Clemson,L,-6,1624.4739509262631
2022,2022-09-24,Washington,Stanford,W,18,1496.7590802390757
2022,2022-09-24,Washington State,Oregon,L,-3,1636.0548221114232
2022,2022-09-24,Western Kentucky,Florida International,W,73,1634.0407156266556
2022,2022-09-24,Wisconsin,Ohio State,L,-31,1657.9916608888018
2022,2022-09-24,Wyoming,BYU,L,-14,1539.5664355754454
2022,2022-09-29,BYU,Utah State,W,12,1723.0902936561567
2022,2022-09-29,Utah State,BYU,L,-12,1557.1239490996616
2022,2022-09-30,Boise State,San Diego State,W,22,1637.1130043435178
2022,2022-09-30,Houston,Tulane,L,-3,1549.9093537827753
2022,2022-09-30,Middle Tennessee,UTSA,L,-15,1515.5089554290669
2022,2022-09-30,New Mexico,UNLV,L,-11,1304.6815563018163
2022,2022-09-30,San Diego State,Boise State,L,-22,1580.2277697112802
2022,2022-09-30,Tulane,Houston,W,3,1392.1393937652788
2022,2022-09-30,UCLA,Washington,W,8,1663.6331392612149
2022,2022-09-30,UNLV,New Mexico,W,11,1568.15812208031
2022,2022-09-30,UTSA,Middle Tennessee,W,15,1595.9074219496456
2022,2022-09-30,Washington,UCLA,L,-8,1463.9370677047814
2022,2022-10-01,Air Force,Navy,W,3,1717.7691478166696
2022,2022-10-01,Akron,Bowling Green,L,-3,1122.2919470207305
2022,2022-10-01,Alabama,Arkansas,W,23,2007.5299680417115
2022,2022-10-01,Arizona,Colorado,W,23,1243.0510691808563
2022,2022-10-01,Arizona State,USC,L,-17,1362.315294116562
2022,2022-10-01,Arkansas,Alabama,L,-23,1635.2926563429164
2022,2022-10-01,Arkansas State,UL Monroe,W,17,1291.1560330417576
2022,2022-10-01,Army,Georgia State,L,-17,1475.1391152697213
2022,2022-10-01,Auburn,LSU,L,-4,1475.1003277702375
2022,2022-10-01,Ball State,Northern Illinois,W,6,1376.8414758315014
2022,2022-10-01,Baylor,Oklahoma State,L,-11,1795.53823447039
2022,2022-10-01,Boston College,Louisville,W,1,1303.3419350587064
2022,2022-10-01,Bowling Green,Akron,W,3,1362.4277539661134
2022,2022-10-01,Buffalo,Miami (OH),W,4,1385.4048490877726
2022,2022-10-01,California,Washington State,L,-19,1484.306125101495
2022,2022-10-01,Central Michigan,Toledo,L,-21,1460.9108606720029
2022,2022-10-01,Charlotte,UTEP,L,-6,1192.1755478566604
2022,2022-10-01,Cincinnati,Tulsa,W,10,1887.4315403693154
2022,2022-10-01,Clemson,NC State,W,10,1888.0515558036934
2022,2022-10-01,Coastal Carolina,Georgia Southern,W,4,1784.0530794547883
2022,2022-10-01,Colorado,Arizona,L,-23,1177.324869425072
2022,2022-10-01,Duke,Virginia,W,21,1343.9026024787652
2022,2022-10-01,East Carolina,South Florida,W,20,1588.2051629902412
2022,2022-10-01,Eastern Michigan,Massachusetts,W,7,1368.9993529201229
2022,2022-10-01,Florida Atlantic,North Texas,L,-17,1198.894023627297
2022,2022-10-01,Florida International,New Mexico State,W,14,1058.157395672321
2022,2022-10-01,Florida State,Wake Forest,L,-10,1514.567348689847
2022,2022-10-01,Georgia,Missouri,W,4,1948.8875737283954
2022,2022-10-01,Georgia Southern,Coastal Carolina,L,-4,1437.4972742396064
2022,2022-10-01,Georgia State,Army,W,17,1601.637999304254
2022,2022-10-01,Georgia Tech,Pittsburgh,W,5,1333.9892715701085
2022,2022-10-01,Illinois,Wisconsin,W,24,1510.4518597355907
2022,2022-10-01,Indiana,Nebraska,L,-14,1265.0390752269184
2022,2022-10-01,Iowa,Michigan,L,-13,1652.7112666969558
2022,2022-10-01,Iowa State,Kansas,L,-3,1598.619847663639
2022,2022-10-01,James Madison,Texas State,W,27,1548.354939376842
2022,2022-10-01,Kansas,Iowa State,W,3,1503.3600550973767
2022,2022-10-01,Kansas State,Texas Tech,W,9,1650.2490616316397
2022,2022-10-01,Kent State,Ohio,W,7,1375.9539976784915
2022,2022-10-01,Kentucky,Ole Miss,L,-3,1668.2969526358058
2022,2022-10-01,LSU,Auburn,W,4,1727.6506942047392
2022,2022-10-01,Liberty,Old Dominion,W,14,1598.3033726458464
2022,2022-10-01,Louisiana,South Alabama,L,-3,1599.9792228414076
2022,2022-10-01,Louisville,Boston College,L,-1,1513.819721758814
2022,2022-10-01,Maryland,Michigan State,W,14,1664.49266005429
2022,2022-10-01,Massachusetts,Eastern Michigan,L,-7,1064.6573028846303
2022,2022-10-01,Memphis,Temple,W,21,1608.0088521539362
2022,2022-10-01,Miami (OH),Buffalo,L,-4,1525.61801683306
2022,2022-10-01,Michigan,Iowa,W,13,1874.205183529076
2022,2022-10-01,Michigan State,Maryland,L,-14,1530.2136271334034
2022,2022-10-01,Minnesota,Purdue,L,-10,1699.0790317239685
2022,2022-10-01,Mississippi State,Texas A&M,W,18,1668.9594041363425
2022,2022-10-01,Missouri,Georgia,L,-4,1322.7965714482648
2022,2022-10-01,NC State,Florida State,W,10,1693.470109816435
2022,2022-10-01,Navy,Air Force,L,-3,1430.2050017276124
2022,2022-10-01,Nebraska,Indiana,W,14,1408.6155534234665
2022,2022-10-01,New Mexico State,Florida International,L,-14,1203.9740683104778
2022,2022-10-01,North Carolina,Virginia Tech,W,31,1548.2669117976534
2022,2022-10-01,North Texas,Florida Atlantic,W,17,1379.2592494079327
2022,2022-10-01,Northern Illinois,Ball State,L,-6,1304.6004785999346
2022,2022-10-01,Northwestern,Penn State,L,-10,1223.7965444153892
2022,2022-10-01,Ohio,Kent State,L,-7,1257.9349470831119
2022,2022-10-01,Ohio State,Rutgers,W,39,1882.5353063554403
2022,2022-10-01,Oklahoma,TCU,L,-31,1573.0974758218251
2022,2022-10-01,Oklahoma State,Baylor,W,11,1881.1851399183179
2022,2022-10-01,Old Dominion,Liberty,L,-14,1379.7181768549344
2022,2022-10-01,Ole Miss,Kentucky,W,3,1826.7316548467684
2022,2022-10-01,Oregon,Stanford,W,18,1739.0359159045172
2022,2022-10-01,Oregon State,Utah,L,-26,1532.5758217773516
2022,2022-10-01,Penn State,Northwestern,W,10,1790.7805107329332
2022,2022-10-01,Pittsburgh,Georgia Tech,L,-5,1732.9297193586592
2022,2022-10-01,Purdue,Minnesota,W,10,1565.426886515984
2022,2022-10-01,Rice,UAB,W,4,1397.4418157963723
2022,2022-10-01,Rutgers,Ohio State,L,-39,1298.9897502696356
2022,2022-10-01,San Jose State,Wyoming,W,17,1484.9732370858574
2022,2022-10-01,South Alabama,Louisiana,W,3,1503.63058335616
2022,2022-10-01,South Florida,East Carolina,L,-20,1185.3239147444174
2022,2022-10-01,Stanford,Oregon,L,-18,1182.609564102402
2022,2022-10-01,TCU,Oklahoma,W,31,1501.5455615770697
2022,2022-10-01,Temple,Memphis,L,-21,1232.799048850617
2022,2022-10-01,Texas,West Virginia,W,18,1562.935972623578
2022,2022-10-01,Texas A&M,Mississippi State,L,-18,1633.8131958322965
2022,2022-10-01,Texas State,James Madison,L,-27,1326.5792825424073
2022,2022-10-01,Texas Tech,Kansas State,L,-9,1581.8066112391634
2022,2022-10-01,Toledo,Central Michigan,W,21,1540.6142123292452
2022,2022-10-01,Troy,Western Kentucky,W,7,1563.5044100303794
2022,2022-10-01,Tulsa,Cincinnati,L,-10,1552.6944855404727
2022,2022-10-01,UAB,Rice,L,-4,1574.9293379130222
2022,2022-10-01,UL Monroe,Arkansas State,L,-17,1332.7841833130824
2022,2022-10-01,USC,Arizona State,W,17,1562.5249693841022
2022,2022-10-01,UTEP,Charlotte,W,6,1459.4626765075918
2022,2022-10-01,Uconn,Fresno State,W,5,1265.1594733512
2022,2022-10-01,Utah,Oregon State,W,26,1862.388785199981
2022,2022-10-01,Virginia,Duke,L,-21,1271.3817168642265
2022,2022-10-01,Virginia Tech,North Carolina,L,-31,1319.5190860780942
2022,2022-10-01,Wake Forest,Florida State,W,10,1658.4054463278173
2022,2022-10-01,Washington State,California,W,19,1684.571666683846
2022,2022-10-01,West Virginia,Texas,L,-18,1415.3202911320157
2022,2022-10-01,Western Kentucky,Troy,L,-7,1562.296179555983
2022,2022-10-01,Wisconsin,Illinois,L,-24,1516.0903887117863
2022,2022-10-05,SMU,UCF,L,-22,1403.0383868801387
2022,2022-10-05,UCF,SMU,W,22,1600.7858539048452
2022,2022-10-07,Colorado State,Nevada,W,3,1284.4673323498928
2022,2022-10-07,Houston,Memphis,W,1,1573.7532025781452
2022,2022-10-07,Memphis,Houston,L,-1,1595.8816835767739
2022,2022-10-07,Nebraska,Rutgers,W,1,1415.3862655528585
2022,2022-10-07,Nevada,Colorado State,L,-3,1419.2102835754263
2022,2022-10-07,Rutgers,Nebraska,L,-1,1283.4558048288336
2022,2022-10-07,San Jose State,UNLV,W,33,1544.2509758380768
2022,2022-10-08,Air Force,Utah State,L,-7,1643.8906714511754
2022,2022-10-08,Akron,Ohio,L,-21,1092.3423669149176
2022,2022-10-08,Alabama,Texas A&M,W,4,2010.3505712453173
2022,2022-10-08,Arizona,Oregon,L,-27,1283.3164130674372
2022,2022-10-08,Arizona State,Washington,W,7,1400.6254782425067
2022,2022-10-08,Arkansas,Mississippi State,L,-23,1585.1395226277011
2022,2022-10-08,Arkansas State,James Madison,L,-22,1264.526614827528
2022,2022-10-08,Army,Wake Forest,L,-35,1411.1580071198946
2022,2022-10-08,Auburn,Georgia,L,-32,1458.8937204776985
2022,2022-10-08,BYU,Notre Dame,L,-8,1693.2366875228645
2022,2022-10-08,Ball State,Central Michigan,W,1,1426.3214234067466
2022,2022-10-08,Boise State,Fresno State,W,20,1712.088714070837
2022,2022-10-08,Boston College,Clemson,L,-28,1314.8495088246266
2022,2022-10-08,Bowling Green,Buffalo,L,-31,1297.3592201324261
2022,2022-10-08,Buffalo,Bowling Green,W,31,1458.340577466379
2022,2022-10-08,Central Michigan,Ball State,L,-1,1448.7781045436536
2022,2022-10-08,Cincinnati,South Florida,W,4,1887.9071704143637
2022,2022-10-08,Clemson,Boston College,W,28,1892.6958870293524
2022,2022-10-08,Coastal Carolina,UL Monroe,W,7,1792.8239194815872
2022,2022-10-08,Duke,Georgia Tech,L,-3,1302.169557986438
2022,2022-10-08,East Carolina,Tulane,L,-15,1534.1995780131926
2022,2022-10-08,Eastern Michigan,Western Michigan,W,22,1475.7237502257642
2022,2022-10-08,Florida,Missouri,W,7,1404.2769679890912
2022,2022-10-08,Florida State,NC State,L,-2,1506.880212580097
2022,2022-10-08,Fresno State,Boise State,L,-20,1428.814815550967
2022,2022-10-08,Georgia,Auburn,W,32,1953.1396048207039
2022,2022-10-08,Georgia Southern,Georgia State,L,-8,1406.9486813766202
2022,2022-10-08,Georgia State,Georgia Southern,W,8,1618.2254023508676
2022,2022-10-08,Georgia Tech,Duke,W,3,1356.5485550581807
2022,2022-10-08,Hawai'i,San Diego State,L,-2,1300.3491617427476
2022,2022-10-08,Illinois,Iowa,W,3,1615.5402946688064
2022,2022-10-08,Indiana,Michigan,L,-21,1238.0038199424816
2022,2022-10-08,Iowa,Illinois,L,-3,1627.6101193338268
2022,2022-10-08,Iowa State,Kansas State,L,-1,1564.6340403882925
2022,2022-10-08,James Madison,Arkansas State,W,22,1562.7455592194788
2022,2022-10-08,Kansas,TCU,L,-7,1457.9781683984313
2022,2022-10-08,Kansas State,Iowa State,W,1,1665.5874601662933
2022,2022-10-08,Kent State,Miami (OH),L,-3,1364.6930143586653
2022,2022-10-08,Kentucky,South Carolina,L,-10,1581.0271815954218
2022,2022-10-08,LSU,Tennessee,L,-27,1627.9073589520256
2022,2022-10-08,Liberty,Massachusetts,W,18,1600.780284800536
2022,2022-10-08,Louisiana Tech,UTEP,W,10,1282.1817490990993
2022,2022-10-08,Louisville,Virginia,W,17,1534.9672120120033
2022,2022-10-08,Maryland,Purdue,L,-2,1627.4327584228265
2022,2022-10-08,Massachusetts,Liberty,L,-18,1052.1436170462023
2022,2022-10-08,Miami,North Carolina,L,-3,1415.976078812117
2022,2022-10-08,Miami (OH),Kent State,W,3,1546.9216788311373
2022,2022-10-08,Michigan,Indiana,W,21,1892.8654996821315
2022,2022-10-08,Michigan State,Ohio State,L,-29,1488.4286357151032
2022,2022-10-08,Middle Tennessee,UAB,L,-27,1447.1158504278205
2022,2022-10-08,Mississippi State,Arkansas,W,23,1740.2544240322102
2022,2022-10-08,Missouri,Florida,L,-7,1275.0608361014827
2022,2022-10-08,NC State,Army,W,35,1714.8285063897958
2022,2022-10-08,Navy,Tulsa,W,32,1539.9520670433974
2022,2022-10-08,New Mexico,Wyoming,L,-13,1257.4023241004559
2022,2022-10-08,North Carolina,Miami,W,3,1562.1910956979266
2022,2022-10-08,Northern Illinois,Toledo,L,-20,1281.4230611608436
2022,2022-10-08,Northwestern,Wisconsin,L,-35,1198.7503924650573
2022,2022-10-08,Notre Dame,BYU,W,8,1815.1354501018313
2022,2022-10-08,Ohio,Akron,W,21,1288.207383885694
2022,2022-10-08,Ohio State,Michigan State,W,29,1890.231716254608
2022,2022-10-08,Oklahoma,Texas,L,-49,1527.5174137053984
2022,2022-10-08,Oklahoma State,Texas Tech,W,10,1895.0404380210628
2022,2022-10-08,Ole Miss,Vanderbilt,W,24,1843.0548558352402
2022,2022-10-08,Oregon,Arizona,W,27,1748.5451418628086
2022,2022-10-08,Oregon State,Stanford,W,1,1536.2631761457255
2022,2022-10-08,Pittsburgh,Virginia Tech,W,16,1708.492234348383
